genre,sinopsis
"Comedy , Romance","Charlie, gelandangan berkeliaran, menjadi tukang sirkus dan jatuh cinta dengan putri pemilik sirkus ini. Menyadari kasih sayang Charlie, gadis itu jatuh cinta dengan pemain muda yang tampan. fleksibilitas Charlie membuatnya membintangi acara ketika ia menggantikan untuk tightwire sakit walker. Dia dibuang dari perusahaan ketika ia melindungi gadis dari penyalahgunaan ayahnya, tapi ia kembali dan menarik bagi pemain tampan untuk menikahi gadis tersebut. Setelah pernikahan ayah berlaku atas mereka untuk bergabung kembali sirkus. Charlie disewa lagi, tapi ia tetap berada di belakang ketika kafilah bergerak."
"Crime , Drama , Thriller","Seorang petugas bea cukai rusak, Choi Ik-hyeon, menghadapi kehilangan pekerjaannya. Kemudian, hidupnya berbalik saat ia bertemu ganster Choi Hyeong-bae yang memiliki koneksi dengan Yakuza. Mereka dengan cepat membentuk partnetship a; Hyeong-bae membantu Ik-hyeon memulai bisnis dengan uang dari perdagangan narkoba sementara lobi Ik-hyeon bagi pasangannya Hyeong-bae. Karena pemerintah mengumumkan perang terhadap kejahatan, namun, kemitraan mereka mulai retak."
"Drama , Romance",Seorang anak-kota kecil perlu untuk menerobos kesenjangan kelas untuk mendapatkan penerimaan dari kekasih masa kecilnya yang jatuh cinta dengan cita-cita kota besar.
"Fantasy , Horror","Ketika Dracula meninggalkan tawanan Jonathan Harker dan Transylvania untuk London untuk mencari Mina Harker - mirip sekali dengan istri lama mati Dracula, Elisabeta - terobsesi vampir pemburu Dr. Van Helsing menetapkan untuk mengakhiri kegilaan."
"Action , Comedy , Crime","Dua penjahat pemula menculik seorang pria pengiriman pizza, tali bom ke dadanya, dan menyarankan kepadanya bahwa ia memiliki jam hanya untuk merampok bank atau yang lain ..."
"Action , Adventure , Comedy","Pemerintah AS, ingin melindungi pasokan avacado bangsa, merekrut profesor feminis Margo berburu untuk melakukan kontak dengan Piranha Perempuan, suku semuanya perempuan yang percaya pria hanya baik sebagai sumber makanan. Menyertai Dr. berburu di perjalanan nya Jim, panduan kompetensi dipertanyakan, dan kelinci, seorang mahasiswa dari ketidakmampuan perlu dipertanyakan."
Drama,"Dalam adaptasi longgar ini Shakespeare ""Henry IV, "" Mike Waters (River Phoenix) adalah pengedar gay menderita narkolepsi. Scott Favor (Keanu Reeves) adalah putra memberontak dari walikota. Bersama-sama, kedua wisata dari Portland, Oregon ke Idaho dan akhirnya ke pantai Italia di sebuah pencarian untuk menemukan ibu terasing Mike. Sepanjang jalan mereka berpaling trik untuk uang dan obat-obatan, akhirnya menarik perhatian dari dermawan kaya dan menyimpang seksual."
Drama,Sepasang suami-istri pindah kembali ke desa masa kecilnya untuk memulai sebuah keluarga tetapi kunjungan kejutan dari adik suami menyatu sibling rivalry dan mengekspos kebohongan tertanam dalam hubungan pasangan.
"Action , Adventure , Romance","Dua orang dengan masa lalu dipertanyakan, Glyn McLyntock dan temannya Cole, menyebabkan beban gerobak-kereta dari homesteaders dari Missouri ke wilayah Oregon ..."
"Action , Adventure , History","Sementara Kerajaan Korea berada di bawah pendudukan oleh Jepang, pemburu tua dan pengalaman ditantang oleh perburuan harimau terakhir."
"Comedy , Drama , Romance","Manu datang ke India untuk mencari pengantin untuk dirinya sendiri dan jatuh untuk Tanu pada pandangan pertama tetapi Tanu, seorang gadis berjiwa bebas tidak memiliki rencana menikah dia."
"Comedy , Drama , Fantasy","Jack Powell menderita penderitaan yang membuatnya tumbuh empat kali lebih cepat dari biasanya, sehingga terlihat berusia 10 tahun seperti orang 40 tahun. Setelah bertahun-tahun yang belajar di rumah, Jack meyakinkan orang tua overprotektif untuk mengirim dia ke sekolah umum. Anak-anak tidak tahu apa yang membuat Jack, tapi dengan bantuan guru kelas lima, ia membuat upaya untuk memenangkan mereka."
"Drama , Thriller",Cerita sekitar tiga aktivis lingkungan radikal yang datang bersama-sama untuk menjalankan protes paling intens dari kehidupan mereka: ledakan bendungan air.
"Crime , Drama , Thriller",Beberapa siswa SMA biasa menjalani rutinitas sehari-hari mereka sebagai dua orang lain mempersiapkan sesuatu yang lebih jahat. Film ini mengisahkan peristiwa seputar penembakan sekolah.
"Drama , Western","Will Lockhart (James Stewart) terjerat dalam kejadian dari Coronado, sebuah kota barat terpencil, setelah memberikan pasokan ada. Dia sangat terlibat dengan Waggomans, keluarga peternakan berpengaruh, dan mulai pencariannya untuk seseorang menjual senapan ke Apache lokal, hanya untuk mengetahui itu adalah putra dari orang yang paling berkuasa di daerah. Hal ini pada titik ini bahwa masalahnya dimulai."
"Animation , Adventure , Drama","Berdasarkan novel praremaja laris dengan judul yang sama yang telah terjual lebih dari 1 juta kopi di Korea, ""Leafie, A Hen ke Wild"" adalah tentang ayam petelur bernama Leafie yang ditakdirkan untuk hidup ""lama yang sama"" hidup berulang terbatas di peternakan ayam. nasibnya berubah ketika dia lolos dari peternakan ayam dan menetas telur bebek. Dengan itik (yang percaya Leafie menjadi ibunya), set off pada perjalanan ke alam liar dengan anak barunya untuk menemukan kebebasannya."
"Drama , Horror , Mystery","Seorang pria mengalami kejadian supranatural di apartemennya yang baru dibeli; sinetron yang disiarkan secara eksklusif di TV-nya, yang menunjukkan masa depan keluarganya."
"Action , Drama , Sport","Seorang pelatih tinju pemarah mengambil muda, wanita yang memberontak di bawah sayapnya dan mulai melatih dia untuk kejuaraan dunia. Tapi pertempuran terbesar mereka harus berjuang di luar ring."
"Comedy , Crime , Drama","Bercerita tentang Rainbow Randolph, korup, bintang berkostum dari anak-anak populer acara TV, yang dipecat karena skandal suap dan digantikan oleh melengking-bersih Smoochy, seekor badak fuscia bengkak. Sebagai Smoochy ketapel untuk ketenaran - scoring memukul peringkat dan kasih sayang dari seorang eksekutif jaringan - Randolph membuat badak tidak curiga target berbagai upaya keterlaluan untuk membalas dendam dan merebut kembali statusnya sebagai kekasih Amerika."
"Comedy , Drama , Sci-Fi","Richard Martin membeli hadiah, robot NDR-114 baru. Produk ini bernama Andrew oleh bungsu dari anak-anak keluarga. ""Bicentennial Man "" mengikuti kehidupan dan waktu dari Andrew, robot dibeli sebagai alat rumah tangga diprogram untuk melakukan kerja kasar. Seperti Andrew mulai mengalami emosi dan pikiran kreatif, keluarga Martin segera menemukan mereka tidak memiliki robot biasa."
"Drama , Fantasy , Romance","Chris Neilson mati untuk menemukan dirinya dalam surga lebih menakjubkan daripada yang bisa pernah bermimpi. Ada satu hal yang hilang: istrinya. Setelah ia meninggal, istrinya, Annie bunuh diri dan pergi ke neraka. Chris memutuskan untuk mengambil risiko kekekalan dalam hades untuk kemungkinan kecil bahwa ia akan mampu membawanya kembali ke surga."
"Adventure , Comedy , Horror","Columbus telah membuat kebiasaan berjalan dari apa yang takut padanya. Tallahassee tidak memiliki ketakutan. Jika dia melakukannya, dia akan menendang mereka ass pernah-hidup. Dalam dunia dikuasai oleh zombie, kedua adalah korban sempurna berevolusi. Tapi sekarang, mereka akan menatap ke bawah prospek yang paling menakutkan dari semua: sama lain."
"Thriller , Western","Stewart adalah pemburu hadiah di wilayah Colorado setelah pembunuh Robert Ryan. upaya Stewart untuk membawa Ryan dan mengumpulkan pahala terganggu oleh kehadiran gadis teman setia Ryan Janet Leigh dan dua sidekicks jelek Stewart, cerdik pencari Millard Mitchell dan dipermalukan Uni-petugas Ralph Meeker."
"Action , Adventure , Comedy","Chul-soo adalah salah satu agen intelijen terbaik Korea: dia bisa menyelesaikan setiap tugas yang diberikan. Suatu hari, sebuah ledakan misterius terjadi di Seoul. Chul-soo terbang ke Thailand pada misi untuk menyelamatkan orang yang memegang petunjuk untuk insiden tersebut. Sementara itu, Young-hee melanjutkan perjalanan bisnis ke Thailand dan akan dijerat dengan misi Chul-soo. Apakah dia akan mencapai misi dan menyelamatkan istrinya pada saat yang sama?"
"Action , Romance , Sci-Fi","Seorang ilmuwan menciptakan sebuah mesin waktu, tetapi saudara kembar yang jahat adalah setelah dan akan melakukan apa saja untuk mendapatkan perangkat di tangannya."
"Biography , Comedy , Drama","Bertemu patch Adams, seorang dokter yang tidak terlihat, bertindak atau berpikir seperti dokter Anda pernah bertemu sebelumnya. Untuk patch, humor adalah obat terbaik, dan dia bersedia untuk melakukan apa saja untuk membuat pasiennya tertawa - bahkan jika itu berarti mempertaruhkan kariernya sendiri."
"Adventure , Comedy , Family","Alih-alih ke Florida dengan orangtuanya, Kevin berakhir sendirian di New York, di mana dia mendapat kamar hotel dengan kredit ayahnya kartu-meskipun masalah dari petugas dan campur tangan portir. Tapi ketika Kevin berlari ke nemeses tuanya, Bandit Basah, dia bertekad untuk menggagalkan rencana mereka untuk merampok toko mainan pada malam Natal."
"Comedy , Romance","Baru bergerak, Ben dan Sadie tidak sabar untuk memulai hidup mereka bersama-sama dan hidup bahagia selamanya. Namun Sadie keluarga gereja Pendeta Frank tidak akan memberkati serikat mereka sampai mereka lulus dipatenkan, ""sangat mudah "" Tentu saja pernikahan persiapan yang terdiri dari kelas keterlaluan, pekerjaan rumah aneh dan beberapa invasi langsung privasi."
"Action , Adventure , Sci-Fi","Khawatir tindakan dewa-seperti Super Hero kiri dicentang, sendiri tangguh, main hakim sendiri kuat Gotham City mengambil yang paling dihormati, modern penyelamat Metropolis, sementara dunia bergulat dengan apa jenis pahlawan itu benar-benar membutuhkan. Dan dengan Batman dan Superman berperang satu sama lain, ancaman baru cepat muncul, menempatkan manusia dalam bahaya yang lebih besar dari itu pernah dikenal sebelumnya."
"Comedy , Crime , Mystery","Selma meminta Nick untuk menemukan suaminya yang hilang. Dia telah melihat sedikit di samping, dan memeras penjahat lokal. David Graham mengaku dibayar suami yang hilang untuk menyingkirkan mantan pacar. Akan Nick menemukannya?"
Drama,"Sung-geun adalah seorang aktor berbakat yang membuat hidup memainkan peran minor. Dia terjadi untuk mendarat di peran sebagai Kim Il-sung, mantan pemimpin Korea Utara, untuk latihan dari Korea Summit Selatan-Utara. Sung-geun menjadi semangat tenggelam dalam perannya, termotivasi oleh anaknya yang terlihat sampai dengan dia. Namun, puncak tidak menyadari, dan Sung-geun berakhir hilang dalam khayalan bahwa dia benar-benar Kim Il-sung."
"Fantasy , Horror , Mystery","Sekelompok teman SMA menyatukan kembali setelah dua tahun ketika salah satu bunuh diri ayah mereka. Mereka semua menghabiskan malam di tempat teman mereka. Ketika kegelapan jatuh, hal-hal aneh mulai terjadi pada mereka satu per satu. Seolah-olah seseorang menggunakan ilmu hitam pada mereka sebagai pembalasan atas tindakan kelompok teman berkomitmen bersama-sama kembali di sekolah tinggi"
"Comedy , Family","Charlie dan Dan telah terbaik teman dan mitra bisnis selama tiga puluh tahun; biro humas Manhattan mereka di ambang kesepakatan bisnis besar dengan perusahaan Jepang. Dengan dua minggu untuk menjahit kontrak, Dan mendapat kejutan: seorang wanita yang menikah pada dorongan mabuk hampir sembilan tahun sebelum (dibatalkan hari berikutnya) muncul untuk memberitahu bahwa ia adalah ayah dari bayi kembarnya, sekarang tujuh, dan dia ' akan berada di penjara selama 14 hari untuk protes politik. Dan relawan untuk menjaga tykes, meskipun ia terserah ketat dan mengerti. Dengan bantuan Charlie adalah ada cara mereka bisa ayah dan paman, memenuhi harapan anak-anak, dan masih tanah akun?"
"Comedy , Family","Miliarder pewaris Richie Kaya memiliki semuanya, termasuk Reggie Jackson sebagai pelatih batting dan Claudia Schiffer sebagai pelatih pribadi - tapi tidak ada teman bermain. Terlebih lagi, bajingan Laurence Van Dough yang licik untuk mengambil alih kerajaan keluarga. Uh oh! Masukkan setia butler Cadbury untuk menyimpan hari."
"Adventure , Comedy , Romance","Menengah Sylvia Pickel dan psychometrist Nick Deezy bertemu di sebuah fasilitas penelitian psikis di New York. Tidak lama setelah itu, mereka dihubungi oleh Harry Buscafusco, yang menawarkan mereka $ 50.000 untuk mencari anaknya yang hilang di Amerika Selatan, di jantung wilayah Inca di mana mereka menemukan rahasia mistis kuno, dan satu sama lain."
"Action , Adventure , Sci-Fi","Sebuah asteroid ukuran Texas menuju langsung menuju Bumi pada 22.000 mph. direktur eksekutif NASA, Dan Truman, hanya memiliki satu pilihan - untuk mengirim kru untuk menghancurkan asteroid. Dia meminta bantuan dari Harry S. Stamper - terutama minyak driller inti dalam dunia - dan tim orang kasar Stamper untuk pengebor untuk mendarat di asteroid, mengebor ke permukaannya, dan menjatuhkan perangkat nuklir."
"Documentary , Drama , War",Lihat Michael Moore tentang apa yang terjadi ke Amerika Serikat setelah 11 September; dan bagaimana pemerintahan Bush diduga menggunakan peristiwa tragis untuk mendorong maju agenda untuk perang tidak adil di Afghanistan dan Irak.
"Comedy , Crime , Drama",Nick dan Nora menyelidiki pembunuhan di kapal pesiar perjudian.
"Comedy , Fantasy , Romance","Seperti diceritakan ke psikiater: Mr. Peabody, setengah baya Boston berlibur dengan istrinya di Karibia, mendengar misterius, bernyanyi tanpa kata-kata pada batu tak berpenghuni di teluk. Memancing di sekitarnya, ia menangkap ... putri duyung. Dia mengambil rumahnya dan, meskipun ia tidak memiliki bahasa lisan, jatuh cinta dengan dia. Tentu saja, istrinya tidak akan percaya bahwa hal di dalam bak mandi adalah sesuatu tetapi ikan besar. komplikasi diprediksi mengikuti mode agak jinak."
Horror,"Tahun setelah (Napakpapha Nakprasitte) urusan guru Panor dengan (Namo Tongkumnerd) ayah siswa Ta ini menyebabkan kematian ibunya, Daun (Paweena Chariffsakul), anggota keluarga yang lain menggunakan penyihir hitam Dis (Supakorn Kitsuwon) bergeser jiwa Daun ke dalam tubuh Panor ini. Sesuatu yang salah, dan malapetaka segera berdarah mengunjungi keluarga. Sementara itu, Dis mengejar setan bermata tiga Panor ini, ingin memiliki kekuatan yang dirinya dalam tulang-chiller gore-diisi."
Comedy,"Sebagai menganggur, sarjana baik hati, Uncle Buck adalah orang terakhir yang Anda akan berpikir untuk menonton anak-anak. Namun, selama krisis keluarga, ia tiba-tiba tersisa bertugas keponakan dan keponakan nya. Terbiasa dengan kehidupan pinggiran kota, bersenang-senang Uncle Buck segera pesona nya kerabat muda Miles dan Maizy dengan memasak besar dan kuat dan cara baru dalam melakukan cucian. Gaya riang nya tidak mengesankan semua orang meskipun - terutama keponakannya memberontak remaja, Tia, dan pacar sabar nya, Chanice. Dengan sedikit keberuntungan dan banyak cinta, Uncle Buck berhasil mengejutkan semua orang di film komedi keluarga menghangatkan hati ini."
"Comedy , Drama , Romance","Ingat bahwa pria benar-benar lucu yang mengatakan ia akan memanggil ... dan tidak? Mungkin dia kehilangan nomor Anda. Mungkin dia di rumah sakit. Mungkin dia terpesona oleh kecantikan Anda, otak atau kesuksesan. Atau mungkin Dia Tidak Benar ke Anda."
"Comedy , Drama","Sully adalah ne'er-do-baik mendekati usia pensiun terhina. Sementara ia menekan jas kompensasi pekerja untuk lutut buruk, ia diam-diam bekerja untuk musuh bebuyutannya, Carl, dan menggoda dengan istri muda Carl Toby. anak dan keluarga panjang lupa Sully ini telah pindah kembali ke kota, sehingga Sully menghadapi tanggung jawab keluarga asing. Sementara itu, anak bankir Sully ini induk semang plot untuk mendorong melalui perkembangan baru dan mengusir Sully dari kehidupan ibunya."
"Mystery , Sci-Fi , Thriller","Pada tahun 2035, menghukum James Cole enggan relawan untuk dikirim kembali dalam waktu untuk menemukan asal virus mematikan yang menyapu hampir semua penduduk bumi dan memaksa korban ke dalam masyarakat bawah tanah. Tapi ketika Cole keliru dikirim ke 1990 bukan tahun 1996, dia ditangkap dan dikurung di rumah sakit jiwa. Di sana ia bertemu psikiater Dr. Kathryn Railly, dan pasien Jeffrey Goines, putra seorang ahli virus terkenal, yang mungkin memegang kunci untuk kelompok nakal misterius, Angkatan Darat dari 12 Monkeys, dianggap bertanggung jawab untuk melepaskan penyakit pembunuh."
"Action , Drama , Thriller","Navy SEAL Letnan AK Waters dan skuadron elit nya spesialis taktis dipaksa untuk memilih antara tugas mereka dan kemanusiaan mereka, antara mengikuti perintah dengan mengabaikan konflik yang mengelilingi mereka, atau menemukan keberanian untuk mengikuti hati nurani mereka dan melindungi sekelompok pengungsi yang tidak bersalah. Ketika pemerintah demokratis Nigeria runtuh dan negara ini diambil alih oleh diktator militer kejam, Waters, seorang veteran sangat setia dan mengeras yang dikirim pada misi rutin untuk mengambil Without Borders dokter Dokter."
